language,trait,value
lua,binary-operator,/
lua,binary-precedence,6
lua,binary-operator,%
lua,binary-precedence,6
lua,binary-operator,^
lua,binary-precedence,8
lua,binary-operator,[]
lua,binary-precedence,9
lua,binary-operator,.
lua,binary-precedence,9
lua,binary-operator,()
lua,binary-precedence,9
lua,binary-operator,:
lua,binary-precedence,9
lua,unary-operator,not
lua,unary-precedence,7
lua,unary-operator,-
lua,unary-precedence,7
lua,function-definition,named-parameter
lua,function-definition,variadic-arguments
lua,function-definition,scalar-by-value
lua,function-definition,object-by-reference
ocaml,wikipedia,general-purpose
ocaml,wikipedia,multi-paradigm
ocaml,keyword,and
ocaml,keyword,as
ocaml,keyword,asr
ocaml,keyword,assert
ocaml,keyword,begin
ocaml,keyword,class
ocaml,keyword,constraint
ocaml,keyword,do
ocaml,keyword,done
ocaml,keyword,downto
ocaml,keyword,else
ocaml,keyword,end
ocaml,keyword,exception
ocaml,keyword,external
ocaml,keyword,false
ocaml,keyword,for
ocaml,keyword,fun
ocaml,keyword,function
ocaml,keyword,functor
ocaml,keyword,if
ocaml,keyword,in
ocaml,keyword,include
ocaml,keyword,inherit
ocaml,keyword,initializer
ocaml,keyword,land
ocaml,keyword,lazy
ocaml,keyword,let
ocaml,keyword,lor
ocaml,keyword,lsl
ocaml,keyword,lsr
ocaml,keyword,lxor
ocaml,keyword,match
ocaml,keyword,method
ocaml,keyword,mod
ocaml,keyword,module
ocaml,keyword,mutable
ocaml,keyword,new
ocaml,keyword,nonrec
ocaml,keyword,object
ocaml,keyword,of
ocaml,keyword,open
ocaml,keyword,or
ocaml,keyword,private
ocaml,keyword,rec
ocaml,keyword,sig
ocaml,keyword,struct
ocaml,keyword,then
ocaml,keyword,to
ocaml,keyword,true
ocaml,keyword,try
ocaml,keyword,type
ocaml,keyword,val
ocaml,keyword,virtual
ocaml,keyword,when
ocaml,keyword,while
ocaml,keyword,with
ocaml,binary-operator,()
ocaml,binary-precedence,13
ocaml,binary-operator,**
ocaml,binary-precedence,12
ocaml,binary-operator,lsl
ocaml,binary-precedence,12
ocaml,binary-operator,lsr
ocaml,binary-precedence,12
ocaml,binary-operator,asr
ocaml,binary-precedence,12
ocaml,binary-operator,*
ocaml,binary-precedence,11
ocaml,binary-operator,/
ocaml,binary-precedence,11
ocaml,binary-operator,%
ocaml,binary-precedence,11
ocaml,binary-operator,mod
ocaml,binary-precedence,11
ocaml,binary-operator,land
ocaml,binary-precedence,11
ocaml,binary-operator,lor
ocaml,binary-precedence,11
ocaml,binary-operator,lxor
ocaml,binary-precedence,11
ocaml,binary-operator,+
ocaml,binary-precedence,10
ocaml,binary-operator,-
ocaml,binary-precedence,10
ocaml,binary-operator,::
ocaml,binary-precedence,9
ocaml,binary-operator,@
ocaml,binary-precedence,8
ocaml,binary-operator,^
ocaml,binary-precedence,8
ocaml,binary-operator,=
ocaml,binary-precedence,7
ocaml,binary-operator,<
ocaml,binary-precedence,7
ocaml,binary-operator,>
ocaml,binary-precedence,7
ocaml,binary-operator,|
ocaml,binary-precedence,7
ocaml,binary-operator,$
ocaml,binary-precedence,7
ocaml,binary-operator,!=
ocaml,binary-precedence,7
ocaml,binary-operator,&
ocaml,binary-precedence,6
ocaml,binary-operator,&&
ocaml,binary-precedence,6
ocaml,binary-operator,or
ocaml,binary-precedence,5
ocaml,binary-operator,||
ocaml,binary-precedence,5
ocaml,binary-operator,<-
ocaml,binary-precedence,3
ocaml,binary-operator,:=
ocaml,binary-precedence,3
ocaml,binary-operator,;
ocaml,binary-precedence,1
ocaml,unary-operator,-
ocaml,unary-precedence,13
ocaml,unary-operator,-.
ocaml,unary-precedence,13
ocaml,unary-operator,if
ocaml,unary-precedence,2
ocaml,function-definition,arguments-type-checked
ocaml,function-definition,named-parameter
ocaml,function-definition,pass-by-value
pascal,wikipedia,imperative
pascal,wikipedia,procedural
pascal,keyword,array
pascal,keyword,begin
pascal,keyword,break
pascal,keyword,case
pascal,keyword,const
pascal,keyword,div
pascal,keyword,do
pascal,keyword,downto
pascal,keyword,else
pascal,keyword,end
pascal,keyword,file
pascal,keyword,for
pascal,keyword,function
pascal,keyword,goto
pascal,keyword,if
pascal,keyword,in
pascal,keyword,label
pascal,keyword,mod
pascal,keyword,nil
pascal,keyword,not
pascal,keyword,of
pascal,keyword,on
pascal,keyword,packed
pascal,keyword,procedure
pascal,keyword,program
pascal,keyword,record
pascal,keyword,repeat
pascal,keyword,set
pascal,keyword,then
pascal,keyword,to
pascal,keyword,type
pascal,keyword,until
pascal,keyword,var
pascal,keyword,while
pascal,keyword,with
pascal,binary-operator,*
pascal,binary-precedence,3
pascal,binary-operator,/
pascal,binary-precedence,3
pascal,binary-operator,div
pascal,binary-precedence,3
pascal,binary-operator,mod
pascal,binary-precedence,3
pascal,binary-operator,and
pascal,binary-precedence,3
pascal,binary-operator,+
pascal,binary-precedence,2
pascal,binary-operator,-
pascal,binary-precedence,2
pascal,binary-operator,or
pascal,binary-precedence,2
pascal,binary-operator,=
pascal,binary-precedence,1
pascal,binary-operator,<>
pascal,binary-precedence,1
pascal,binary-operator,<
pascal,binary-precedence,1
pascal,binary-operator,>
pascal,binary-precedence,1
pascal,binary-operator,<=
pascal,binary-precedence,1
pascal,binary-operator,>=
pascal,binary-precedence,1
pascal,binary-operator,in
pascal,binary-precedence,1
pascal,unary-operator,not
pascal,unary-precedence,4
pascal,function-definition,arguments-type-checked
pascal,function-definition,pass-by-value
pascal,function-definition,pass-by-reference
perl,wikipedia,high-level
perl,wikipedia,general-purpose
perl,wikipedia,interpreted
perl,wikipedia,dynamic
perl,keyword,and
perl,keyword,cmp
perl,keyword,continue
perl,keyword,CORE
perl,keyword,__DATA__
perl,keyword,do
perl,keyword,else
perl,keyword,elsif
perl,keyword,__END__
perl,keyword,eq
perl,keyword,exp
perl,keyword,__FILE__
perl,keyword,for
perl,keyword,foreach
perl,keyword,ge
perl,keyword,gt
perl,keyword,if
perl,keyword,le
perl,keyword,__LINE__
perl,keyword,lock
perl,keyword,lt
perl,keyword,m
perl,keyword,ne
perl,keyword,no
perl,keyword,or
perl,keyword,package
perl,keyword,__PACKAGE__
perl,keyword,q
perl,keyword,qq
perl,keyword,qr
perl,keyword,qw
perl,keyword,qx
perl,keyword,s
perl,keyword,sub
perl,keyword,tr
perl,keyword,unless
perl,keyword,until
perl,keyword,while
perl,keyword,xor
perl,keyword,y
perl,binary-operator,->
perl,binary-precedence,21
perl,binary-operator,**
perl,binary-precedence,19
perl,binary-operator,~
perl,binary-precedence,18
perl,binary-operator,\
perl,binary-precedence,18
perl,binary-operator,=~
perl,binary-precedence,17
perl,binary-operator,!~
perl,binary-precedence,17
perl,binary-operator,*
perl,binary-precedence,16
perl,binary-operator,/
perl,binary-precedence,16
perl,binary-operator,%
perl,binary-precedence,16
perl,binary-operator,x
perl,binary-precedence,16
perl,binary-operator,+
perl,binary-precedence,16
perl,binary-operator,-
perl,binary-precedence,16
perl,binary-operator,.
perl,binary-precedence,15
perl,binary-operator,<<
perl,binary-precedence,14
perl,binary-operator,>>
perl,binary-precedence,14
perl,binary-operator,<
perl,binary-precedence,13
perl,binary-operator,>
perl,binary-precedence,13
perl,binary-operator,<=
perl,binary-precedence,13
perl,binary-operator,>=
perl,binary-precedence,13
perl,binary-operator,lt
perl,binary-precedence,13
perl,binary-operator,gt
perl,binary-precedence,13
perl,binary-operator,le
perl,binary-precedence,13
perl,binary-operator,ge
perl,binary-precedence,13
perl,binary-operator,==
perl,binary-precedence,12
perl,binary-operator,!=
perl,binary-precedence,12
perl,binary-operator,<=>
perl,binary-precedence,12
perl,binary-operator,eq
perl,binary-precedence,12
perl,binary-operator,ne
perl,binary-precedence,12
perl,binary-operator,cmp
perl,binary-precedence,12
perl,binary-operator,&
perl,binary-precedence,11
perl,binary-operator,|
perl,binary-precedence,10
perl,binary-operator,^
perl,binary-precedence,10
perl,binary-operator,&&
perl,binary-precedence,9
perl,binary-operator,||
perl,binary-precedence,8
perl,binary-operator,..
perl,binary-precedence,7
perl,binary-operator,...
perl,binary-precedence,7
perl,binary-operator,?:
perl,binary-precedence,6
perl,binary-operator,=
perl,binary-precedence,5
perl,binary-operator,+=
perl,binary-precedence,5
perl,binary-operator,-=
perl,binary-precedence,5
perl,binary-operator,*=
perl,binary-precedence,5
perl,binary-operator,/=
perl,binary-precedence,5
perl,binary-operator,%=
perl,binary-precedence,5
perl,binary-operator,**=
perl,binary-precedence,5
perl,binary-operator,","
perl,binary-precedence,4
perl,binary-operator,=>
perl,binary-precedence,4
perl,binary-operator,and
perl,binary-precedence,2
perl,binary-operator,or
perl,binary-precedence,1
perl,binary-operator,xor
perl,binary-precedence,1
perl,unary-operator,not
perl,unary-precedence,3
perl,unary-operator,+
perl,unary-precedence,18
perl,unary-operator,-
perl,unary-precedence,18
perl,unary-operator,!
perl,unary-precedence,18
perl,unary-operator,++
perl,unary-precedence,20
perl,unary-operator,--
perl,unary-precedence,20
perl,function-definition,arguments-not-checked
perl,function-definition,variadic-arguments
perl,function-definition,default-value
perl,function-definition,pass-by-reference
php,wikipedia,general-purpose
php,wikipedia,scripting
php,keyword,abstract
php,keyword,and
php,keyword,array
php,keyword,as
php,keyword,break
php,keyword,callable
php,keyword,case
php,keyword,catch
php,keyword,class
php,keyword,clone
php,keyword,const
php,keyword,continue
php,keyword,declare
php,keyword,default
php,keyword,die
php,keyword,do
php,keyword,echo
php,keyword,else
php,keyword,elseif
php,keyword,empty
php,keyword,enddeclare
php,keyword,endfor
php,keyword,endforeach
php,keyword,endif
php,keyword,endswitch
php,keyword,endwhile
php,keyword,eval
php,keyword,exit
php,keyword,extends
php,keyword,final
php,keyword,finally
php,keyword,fn
php,keyword,for
php,keyword,foreach
php,keyword,from
php,keyword,function
php,keyword,global
php,keyword,goto
php,keyword,__halt_compiler
php,keyword,if
php,keyword,implements
php,keyword,include
php,keyword,include_once
php,keyword,instanceof
php,keyword,insteadof
php,keyword,interface
php,keyword,isset
php,keyword,list
php,keyword,match
php,keyword,namespace
php,keyword,new
php,keyword,or
php,keyword,print
php,keyword,private
php,keyword,protected
php,keyword,public
php,keyword,readonly
php,keyword,require
php,keyword,require_once
php,keyword,return
php,keyword,static
php,keyword,switch
php,keyword,throw
php,keyword,trait
php,keyword,try
php,keyword,unset
php,keyword,use
php,keyword,var
php,keyword,while
php,keyword,xor
php,keyword,yield
php,ternary-operator,?:
php,ternary-precedence,6
php,binary-operator,**
php,binary-precedence,22
php,binary-operator,instanceof
php,binary-precedence,20
php,binary-operator,*
php,binary-precedence,18
php,binary-operator,/
php,binary-precedence,18
php,binary-operator,%
php,binary-precedence,18
php,binary-operator,+
php,binary-precedence,17
php,binary-operator,-
php,binary-precedence,17
php,binary-operator,<<
php,binary-precedence,16
php,binary-operator,>>
php,binary-precedence,16
php,binary-operator,.
php,binary-precedence,15
php,binary-operator,<
php,binary-precedence,14
php,binary-operator,<=
php,binary-precedence,14
php,binary-operator,>
php,binary-precedence,14
php,binary-operator,>=
php,binary-precedence,14
php,binary-operator,==
php,binary-precedence,13
php,binary-operator,!=
php,binary-precedence,13
php,binary-operator,===
php,binary-precedence,13
php,binary-operator,!==
php,binary-precedence,13
php,binary-operator,<>
php,binary-precedence,13
php,binary-operator,<=>
php,binary-precedence,13
php,binary-operator,&
php,binary-precedence,12
php,binary-operator,^
php,binary-precedence,11
php,binary-operator,|
php,binary-precedence,10
php,binary-operator,&&
php,binary-precedence,9
php,binary-operator,||
php,binary-precedence,8
php,binary-operator,??
php,binary-precedence,7
php,binary-operator,=
php,binary-precedence,5
php,binary-operator,+=
php,binary-precedence,5
php,binary-operator,-=
php,binary-precedence,5
php,binary-operator,*=
php,binary-precedence,5
php,binary-operator,**=
php,binary-precedence,5
php,binary-operator,/=
php,binary-precedence,5
php,binary-operator,.=
php,binary-precedence,5
php,binary-operator,%=
php,binary-precedence,5
php,binary-operator,&=
php,binary-precedence,5
php,binary-operator,|=
php,binary-precedence,5
php,binary-operator,^=
php,binary-precedence,5
php,binary-operator,<<=
php,binary-precedence,5
php,binary-operator,>>=
php,binary-precedence,5
php,binary-operator,??=
php,binary-precedence,5
php,binary-operator,and
php,binary-precedence,3
php,binary-operator,xor
php,binary-precedence,2
php,binary-operator,or
php,binary-precedence,10
php,unary-operator,clone
php,unary-precedence,23
php,unary-operator,new
php,unary-precedence,23
php,unary-operator,+
php,unary-precedence,21
php,unary-operator,-
php,unary-precedence,21
php,unary-operator,++
php,unary-precedence,21
php,unary-operator,--
php,unary-precedence,21
php,unary-operator,~
php,unary-precedence,21
php,unary-operator,@
php,unary-precedence,21
php,unary-operator,!
php,unary-precedence,19
php,unary-operator,yield
php,unary-precedence,4
php,unary-operator,yield
php,unary-precedence,4
php,unary-operator,print
php,unary-precedence,4
php,function-definition,overloaded
php,function-definition,arguments-not-checked
php,function-definition,default-value
php,function-definition,named-parameter
php,function-definition,variadic-arguments
php,function-definition,pass-by-value
php,function-definition,pass-by-reference
pl1,wikipedia,procedural
pl1,wikipedia,imperative
pl1,keyword,abnormal
pl1,keyword,aligned
pl1,keyword,allocate
pl1,keyword,area
pl1,keyword,automatic
pl1,keyword,backwards
pl1,keyword,based
pl1,keyword,begin
pl1,keyword,binary
pl1,keyword,bit
pl1,keyword,buffered
pl1,keyword,builtin
pl1,keyword,by
pl1,keyword,call
pl1,keyword,cell
pl1,keyword,character
pl1,keyword,check
pl1,keyword,close
pl1,keyword,column
pl1,keyword,complex
pl1,keyword,condition
pl1,keyword,controlled
pl1,keyword,conversion
pl1,keyword,copy
pl1,keyword,data
pl1,keyword,decimal
pl1,keyword,declare
pl1,keyword,defined
pl1,keyword,delay
pl1,keyword,delete
pl1,keyword,direct
pl1,keyword,display
pl1,keyword,do
pl1,keyword,edit
pl1,keyword,else
pl1,keyword,end
pl1,keyword,endfile
pl1,keyword,endpage
pl1,keyword,entry
pl1,keyword,environment
pl1,keyword,error
pl1,keyword,event
pl1,keyword,exclusive
pl1,keyword,exit
pl1,keyword,external
pl1,keyword,file
pl1,keyword,finish
pl1,keyword,fixed
pl1,keyword,fixedoverfloh
pl1,keyword,float
pl1,keyword,format
pl1,keyword,free
pl1,keyword,from
pl1,keyword,generic
pl1,keyword,get
pl1,keyword,go
pl1,keyword,goto
pl1,keyword,ident
pl1,keyword,if
pl1,keyword,ignore
pl1,keyword,in
pl1,keyword,initial
pl1,keyword,input
pl1,keyword,internal
pl1,keyword,into
pl1,keyword,irreducible
pl1,keyword,key
pl1,keyword,keyed
pl1,keyword,keyfrom
pl1,keyword,keyto
pl1,keyword,label
pl1,keyword,like
pl1,keyword,line
pl1,keyword,linesize
pl1,keyword,list
pl1,keyword,locate
pl1,keyword,name
pl1,keyword,nocheck
pl1,keyword,noconversion
pl1,keyword,nofixedoverflow
pl1,keyword,nolock
pl1,keyword,nooverflow
pl1,keyword,normal
pl1,keyword,nosize
pl1,keyword,nostringrange
pl1,keyword,nosubscriptrange
pl1,keyword,nounderflow
pl1,keyword,nozerodivide
pl1,keyword,offset
pl1,keyword,on
pl1,keyword,open
pl1,keyword,options
pl1,keyword,output
pl1,keyword,overflow
pl1,keyword,packed
pl1,keyword,page
pl1,keyword,pagesize
pl1,keyword,picture
pl1,keyword,pointer
pl1,keyword,position
pl1,keyword,print
pl1,keyword,priortty
pl1,keyword,procedure
pl1,keyword,put
pl1,keyword,read
pl1,keyword,real
pl1,keyword,record
pl1,keyword,recursive
pl1,keyword,reducible
pl1,keyword,reply
pl1,keyword,return
pl1,keyword,returns
pl1,keyword,revert
pl1,keyword,rewrite
pl1,keyword,secondary
pl1,keyword,sequential
pl1,keyword,set
pl1,keyword,sets
pl1,keyword,signal
pl1,keyword,size
pl1,keyword,skip
pl1,keyword,snap
pl1,keyword,static
pl1,keyword,stop
pl1,keyword,stream
pl1,keyword,string
pl1,keyword,stringrange
pl1,keyword,subscriptrange
pl1,keyword,system
pl1,keyword,task
pl1,keyword,then
pl1,keyword,title
pl1,keyword,to
pl1,keyword,transmit
pl1,keyword,unbuffered
pl1,keyword,undefinedfile
pl1,keyword,underflow
pl1,keyword,unlock
pl1,keyword,update
pl1,keyword,uses
pl1,keyword,varying
pl1,keyword,wait
pl1,keyword,while
pl1,keyword,write
pl1,keyword,x
pl1,keyword,zerodivide
pl1,binary-operator,**
pl1,binary-precedence,7
pl1,binary-operator,*
pl1,binary-precedence,6
pl1,binary-operator,/
pl1,binary-precedence,6
pl1,binary-operator,||
pl1,binary-precedence,5
pl1,binary-operator,+
pl1,binary-precedence,4
pl1,binary-operator,-
pl1,binary-precedence,4
pl1,binary-operator,>
pl1,binary-precedence,3
pl1,binary-operator,>=
pl1,binary-precedence,3
pl1,binary-operator,=
pl1,binary-precedence,3
pl1,binary-operator,<
pl1,binary-precedence,3
pl1,binary-operator,<=
pl1,binary-precedence,3
pl1,binary-operator,!>
pl1,binary-precedence,3
pl1,binary-operator,!=
pl1,binary-precedence,3
pl1,binary-operator,!<
pl1,binary-precedence,3
pl1,binary-operator,&
pl1,binary-precedence,2
pl1,binary-operator,|
pl1,binary-precedence,1
pl1,unary-operator,+
pl1,unary-precedence,8
pl1,unary-operator,-
pl1,unary-precedence,8
pl1,unary-operator,!
pl1,unary-precedence,8
pl1,function-definition,arguments-not-checked
pl1,function-definition,pass-by-value
pl1,function-definition,pass-by-reference
python,wikipedia,high-level
python,wikipedia,general-purpose
python,keyword,and
python,keyword,as
python,keyword,assert
python,keyword,break
python,keyword,class
python,keyword,continue
python,keyword,def
python,keyword,del
python,keyword,elif
python,keyword,else
python,keyword,except
python,keyword,False
python,keyword,finally
python,keyword,for
python,keyword,from
python,keyword,global
python,keyword,if
python,keyword,import
python,keyword,in
python,keyword,is
python,keyword,lambda
python,keyword,None
python,keyword,nonlocal
python,keyword,not
python,keyword,or
python,keyword,pass
python,keyword,raise
python,keyword,return
python,keyword,True
python,keyword,try
python,keyword,while
python,keyword,with
python,keyword,yield
python,binary-operator,()
python,binary-precedence,17
python,binary-operator,[]
python,binary-precedence,16
python,binary-operator,.
python,binary-precedence,15
python,binary-operator,**
python,binary-precedence,14
python,binary-operator,*
python,binary-precedence,11
python,binary-operator,/
python,binary-precedence,11
python,binary-operator,%
python,binary-precedence,11
python,binary-operator,+
python,binary-precedence,10
python,binary-operator,-
python,binary-precedence,10
python,binary-operator,<<
python,binary-precedence,9
python,binary-operator,>>
python,binary-precedence,9
python,binary-operator,&
python,binary-precedence,8
python,binary-operator,^
python,binary-precedence,7
python,binary-operator,|
python,binary-precedence,6
python,binary-operator,in
python,binary-precedence,5
python,binary-operator,not
python,binary-precedence,5
python,binary-operator,is
python,binary-precedence,5
python,binary-operator,<
python,binary-precedence,5
python,binary-operator,<=
python,binary-precedence,5
python,binary-operator,>
python,binary-precedence,5
python,binary-operator,>=
python,binary-precedence,5
python,binary-operator,<>
python,binary-precedence,5
python,binary-operator,!=
python,binary-precedence,5
python,binary-operator,==
python,binary-precedence,5
python,binary-operator,and
python,binary-precedence,3
python,binary-operator,or
python,binary-precedence,2
python,binary-operator,lambda
python,binary-precedence,1
python,unary-operator,~
python,unary-precedence,13
python,unary-operator,+
python,unary-precedence,12
python,unary-operator,-
python,unary-precedence,12
python,unary-operator,not
python,unary-precedence,4
python,function-definition,arguments-number-checked
python,function-definition,named-parameter
python,function-definition,default-value
python,function-definition,pass-by-assignment
ruby,wikipedia,interpreted
ruby,wikipedia,high-level
ruby,wikipedia,general-purpose
ruby,keyword,__ENCODING__
ruby,keyword,__LINE__
ruby,keyword,__FILE__
ruby,keyword,BEGIN
ruby,keyword,END
ruby,keyword,alias
ruby,keyword,and
ruby,keyword,begin
ruby,keyword,break
ruby,keyword,case
ruby,keyword,class
ruby,keyword,def
ruby,keyword,defined?
ruby,keyword,do
ruby,keyword,else
ruby,keyword,elsif
ruby,keyword,end
ruby,keyword,ensure
ruby,keyword,false
ruby,keyword,for
ruby,keyword,if
ruby,keyword,in
ruby,keyword,module
ruby,keyword,next
ruby,keyword,nil
ruby,keyword,not
ruby,keyword,or
ruby,keyword,redo
ruby,keyword,rescue
ruby,keyword,retry
ruby,keyword,return
ruby,keyword,self
ruby,keyword,super
ruby,keyword,then
ruby,keyword,true
ruby,keyword,undef
ruby,keyword,unless
ruby,keyword,until
ruby,keyword,when
ruby,keyword,while
ruby,keyword,yield
ruby,ternary-operator,?:
ruby,ternary-precedence,6
ruby,binary-operator,**
ruby,binary-precedence,19
ruby,binary-operator,*
ruby,binary-precedence,16
ruby,binary-operator,/
ruby,binary-precedence,16
ruby,binary-operator,%
ruby,binary-precedence,16
ruby,binary-operator,+
ruby,binary-precedence,15
ruby,binary-operator,-
ruby,binary-precedence,15
ruby,binary-operator,<<
ruby,binary-precedence,14
ruby,binary-operator,>>
ruby,binary-precedence,14
ruby,binary-operator,&
ruby,binary-precedence,13
ruby,binary-operator,|
ruby,binary-precedence,12
ruby,binary-operator,^
ruby,binary-precedence,12
ruby,binary-operator,<
ruby,binary-precedence,11
ruby,binary-operator,<=
ruby,binary-precedence,11
ruby,binary-operator,>=
ruby,binary-precedence,11
ruby,binary-operator,>
ruby,binary-precedence,11
ruby,binary-operator,==
ruby,binary-precedence,10
ruby,binary-operator,===
ruby,binary-precedence,10
ruby,binary-operator,!=
ruby,binary-precedence,10
ruby,binary-operator,=~
ruby,binary-precedence,10
ruby,binary-operator,!~
ruby,binary-precedence,10
ruby,binary-operator,<=>
ruby,binary-precedence,10
ruby,binary-operator,&&
ruby,binary-precedence,9
ruby,binary-operator,||
ruby,binary-precedence,8
ruby,binary-operator,..
ruby,binary-precedence,7
ruby,binary-operator,...
ruby,binary-precedence,7
ruby,binary-operator,rescue
ruby,binary-precedence,5
ruby,binary-operator,=
ruby,binary-precedence,4
ruby,binary-operator,**=
ruby,binary-precedence,4
ruby,binary-operator,*=
ruby,binary-precedence,4
ruby,binary-operator,/=
ruby,binary-precedence,4
ruby,binary-operator,%=
ruby,binary-precedence,4
ruby,binary-operator,+=
ruby,binary-precedence,4
ruby,binary-operator,-=
ruby,binary-precedence,4
ruby,binary-operator,<<=
ruby,binary-precedence,4
ruby,binary-operator,>>=
ruby,binary-precedence,4
ruby,binary-operator,&&=
ruby,binary-precedence,4
ruby,binary-operator,&=
ruby,binary-precedence,4
ruby,binary-operator,^=
ruby,binary-precedence,4
ruby,binary-operator,and
ruby,binary-precedence,10
ruby,binary-operator,or
ruby,binary-precedence,10
ruby,unary-operator,!
ruby,unary-precedence,20
ruby,unary-operator,~
ruby,unary-precedence,20
ruby,unary-operator,+
ruby,unary-precedence,20
ruby,unary-operator,-
ruby,unary-precedence,18
ruby,unary-operator,defined?
ruby,unary-precedence,3
ruby,unary-operator,not
ruby,unary-precedence,2
ruby,function-definition,arguments-number-checked
ruby,function-definition,named-parameter
ruby,function-definition,default-value
ruby,function-definition,pass-by-value
sml,wikipedia,general-purpose
sml,wikipedia,modular
sml,wikipedia,functional
sml,keyword,abstype
sml,keyword,and
sml,keyword,andalso
sml,keyword,as
sml,keyword,case
sml,keyword,do
sml,keyword,datatype
sml,keyword,else
sml,keyword,end
sml,keyword,eqtype
sml,keyword,exception
sml,keyword,fn
sml,keyword,fun
sml,keyword,functor
sml,keyword,handle
sml,keyword,if
sml,keyword,in
sml,keyword,include
sml,keyword,infix
sml,keyword,infixr
sml,keyword,let
sml,keyword,local
sml,keyword,nonfix
sml,keyword,of
sml,keyword,op
sml,keyword,open
sml,keyword,orelse
sml,keyword,raise
sml,keyword,rec
sml,keyword,sharing
sml,keyword,sig
sml,keyword,signature
sml,keyword,struct
sml,keyword,structure
sml,keyword,then
sml,keyword,type
sml,keyword,val
sml,keyword,where
sml,keyword,with
sml,keyword,withtype
sml,keyword,while
sml,binary-operator,*
sml,binary-precedence,6
sml,binary-operator,/
sml,binary-precedence,6
sml,binary-operator,div
sml,binary-precedence,6
sml,binary-operator,mod
sml,binary-precedence,6
sml,binary-operator,+
sml,binary-precedence,5
sml,binary-operator,-
sml,binary-precedence,5
sml,binary-operator,^
sml,binary-precedence,5
sml,binary-operator,::
sml,binary-precedence,4
sml,binary-operator,@
sml,binary-precedence,4
sml,binary-operator,=
sml,binary-precedence,3
sml,binary-operator,<>
sml,binary-precedence,3
sml,binary-operator,>
sml,binary-precedence,3
sml,binary-operator,>=
sml,binary-precedence,3
sml,binary-operator,<
sml,binary-precedence,3
sml,binary-operator,<=
sml,binary-precedence,3
sml,binary-operator,:=
sml,binary-precedence,2
sml,binary-operator,o
sml,binary-precedence,2
sml,binary-operator,before
sml,binary-precedence,1
sml,function-definition,overloaded
sml,function-definition,arguments-number-checked
sml,function-definition,pass-by-value
